City,Region,Country,AirQuality,WaterPollution,Population
Guilin,Guangxi,People's Republic of China,12.5,50,
Karabuk,Karabuk Province,Turkey,21.42857143,25,131989
Haikou,Hainan,People's Republic of China,60,37.5,
Argos,Peloponnese Region,Greece,25,100,
Sligo,Connacht,Ireland,75,50,19199
Cienfuegos,Cienfuegos Province,Cuba,0,100,164924
Townsville,Queensland,Australia,89.28571429,40.625,173724
Luang Prabang,Luang Prabang Province,Laos,32.14285714,83.33333333,
Mikkeli,,Finland,100,16.66666667,54621
Petah Tikva,Central District,Israel,27.77777778,20.83333333,
Alexandroupoli,,Greece,87.5,31.25,59723
Abha,Asir Province,Saudi Arabia,93.75,18.75,
Jekabpils,,Latvia,100,0,
Kanazawa,Ishikawa Prefecture,Japan,100,0,462479
Vila Nova de Gaia,Porto,Portugal,67.5,31.25,302295
Sao Jose dos Campos,Sao Paulo,Brazil,69,26.47058824,697428
Santo Andre,Sao Paulo,Brazil,50,0,748919
Ventimiglia,Liguria,Italy,50,25,22851
Karvina,,Czech Republic,30,50,
Mlada Boleslav,,Czech Republic,70,50,
Asenovgrad,Plovdiv region,Bulgaria,25,0,65962
Sisak,Sisak-Moslavina County,Croatia,37.5,50,40121
Kotka,,Finland,100,0,50617
Holon,Tel Aviv District,Israel,32.14285714,25,194300
Netanya,Central District,Israel,77.77777778,27.77777778,217200
Ciudad del Este,Alto Parana Department,Paraguay,100,0,308983
Northampton,England,United Kingdom,77.27272727,32.14285714,245899
Vaslui,Vaslui County,Romania,62.5,50,63035
Champigny-sur-Marne,Ile-de-France,France,90,0,77724
Aizawl,Mizoram,India,100,75,
Londrina,Parana,Brazil,80,35,555937
Boulder,Colorado,United States of America,85,47.91666667,
Leskovac,Jablanica District,Serbia,87.5,0,20913
Ramnicu Valcea,Valcea County,Romania,87.5,31.25,93151
Ramat Gan,Tel Aviv District,Israel,32.5,29.16666667,159200
Kardzhali,Kardzhali Province,Bulgaria,40,50,51841
Smolyan,Smolyan Province,Bulgaria,100,50,34465
Carlisle,England,United Kingdom,89.28571429,0,75399
Havirov,,Czech Republic,50,0,
Juiz de Fora,Minas Gerais,Brazil,80,58.33333333,540756
Duque de Caxias,Rio de Janeiro,Brazil,12.5,50,
Erd,Pest County,Hungary,66.66666667,37.5,
Kajaani,,Finland,100,50,36297
Bulawayo,,Zimbabwe,67.85714286,71.42857143,665940
Iquitos,Loreto,Peru,25,75,377609
Porvoo,Uusimaa,Finland,100,0,49928
Rybinsk,Yaroslavl Oblast,Russia,25,100,190429
Miercurea Ciuc,Harghita County,Romania,90,0,42029
Artvin,Artvin Province,Turkey,58.33333333,50,25841
Armagh,Northern Ireland,United Kingdom,75,50,14777
Angra do Heroismo,Azores,Portugal,100,0,35402
Cheb,,Czech Republic,87.5,50,
Sergiyev Posad,Moscow Oblast,Russia,75,75,104579
Oujda,Oriental,Morocco,75,50,
Birjand,South Khorasan Province,Iran,60,0,
Drobeta-Turnu Severin,Mehedinui County,Romania,45,50,79865
Rueil-Malmaison,Ile-de-France,France,58.33333333,25,78186
Seraing,Wallonia,Belgium,75,50,64270
Serpukhov,Moscow Oblast,Russia,0,50,125817
Nigde,Nigde Province,Turkey,0,50,
Irbid,Irbid Governorate,Jordan,25,56.25,569068
Canoas,Rio Grande do Sul,Brazil,62.5,87.5,347657
Uberlandia,Minas Gerais,Brazil,87.5,37.5,713232
Mogi das Cruzes,Sao Paulo,Brazil,90,20,450785
Sao Carlos,Sao Paulo,Brazil,80,45,254484
Feira de Santana,Bahia,Brazil,62.5,62.5,616279
Karakol,Issyk-Kul Region,Kyrgyzstan,25,50,85588
Buckingham,England,United Kingdom,100,0,12890
Stary Oskol,Belgorod Oblast,Russia,0,100,223360
Zhangjiagang,Jiangsu,People's Republic of China,15,100,
Zhangjiajie,Hunan,People's Republic of China,0,50,
Zhangye,Gansu,People's Republic of China,0,50,
Zhaotong,Yunnan,People's Republic of China,50,50,
Zhaoyuan,Shandong,People's Republic of China,0,50,
Khimki,Moscow Oblast,Russia,33.33333333,66.66666667,257006
Zhoukou,Henan,People's Republic of China,0,50,
Zhuji,Zhejiang,People's Republic of China,0,50,
Zhumadian,Henan,People's Republic of China,0,50,
Zhuzhou,Hunan,People's Republic of China,0,50,
Zibo,Shandong,People's Republic of China,0,50,
Aktau,Mangystau Region,Kazakhstan,8.333333333,91.66666667,
Dehradun,Uttarakhand,India,41.12903226,66.66666667,
Agri,Agri Province,Turkey,25,50,
Guwahati,Assam,India,33.75,78.77358491,
Canakkale,Canakkale Province,Turkey,80,37.5,90653
Balikesir,Balikesir Province,Turkey,35,50,
Tacoma,Washington,United States of America,78.94736842,50,
Karbala,Karbala Governorate,Iraq,12.5,87.5,
Visakhapatnam,Andhra Pradesh,India,40.40697674,69.62025316,
Vijayawada,Andhra Pradesh,India,30.11363636,58.75,
Jodhpur,Rajasthan,India,27.77777778,65.625,1033918
Jodhpur,Rajasthan,India,27.77777778,65.625,25892
Matsuyama,Ehime Prefecture,Japan,75,25,506743
Hamilton,Waikato Region,New Zealand,93.42105263,25,176500
Latakia,Latakia Governorate,Syria,62.5,37.5,700000
Volos,,Greece,50,55.55555556,
Ajmer,Rajasthan,India,50,45.83333333,551101
Jamshedpur,Jharkhand,India,46.32352941,55.38461538,1558000
Okayama,Okayama Prefecture,Japan,25,0,720043
Ludhiana,Punjab,India,17.85714286,68.18181818,
Kitchener,Ontario,Canada,80.43478261,30.26315789,522888
Nashik,Maharashtra,India,69.44444444,50,
Meerut,Uttar Pradesh,India,27.65957447,75.65789474,1305429
Kochi,Kochi Prefecture,Japan,100,50,
Mathura,,India,53.125,66,441894
Udaipur,Rajasthan,India,57.14285714,72.58064516,451100
Udaipur,Rajasthan,India,57.14285714,72.58064516,32758
Udaipur,Rajasthan,India,57.14285714,72.58064516,29236
Povoa de Varzim,Porto,Portugal,75,50,64320
Utsunomiya,Tochigi Prefecture,Japan,100,75,518197
Faridabad,Haryana,India,13.06818182,80.42168675,
Slubice,Lubusz Voivodeship,Poland,87.5,50,
Aurangabad,Maharashtra,India,30.64516129,62,
Bikaner,Rajasthan,India,61.9047619,54.16666667,
Niksic,Niksic Municipality,Montenegro,25,50,
Aguascalientes City,Aguascalientes,Mexico,73.61111111,48.61111111,
Jabalpur,Madhya Pradesh,India,42.85714286,68.10344828,1267564
Rethymno,,Greece,85,0,32468
Swindon,England,United Kingdom,41.66666667,12.5,222193
Bolu,Bolu Province,Turkey,75,37.5,184682
Giresun,Giresun Province,Turkey,37.5,50,125682
Rize,Rize Province,Turkey,65,25,141143
Zrenjanin,,Serbia,46.875,96.875,67129
Buzau,Buzau County,Romania,70,50,
Sanok,Podkarpackie Voivodeship,Poland,62.5,50,35546
Huddersfield,England,United Kingdom,58.33333333,0,162949
Aligarh,Uttar Pradesh,India,50,0,
Asansol,West Bengal,India,25.96153846,68.47826087,
Hameenlinna,Tavastia Proper,Finland,75,25,68011
Aba,Abia State,Nigeria,0,50,1160000
Foz do Iguacu,Parana,Brazil,100,33.33333333,285415
Giurgiu,Giurgiu County,Romania,50,50,54551
Targu Jiu,Gorj County,Romania,37.5,50,73545
Sfantu Gheorghe,Covasna County,Romania,100,0,50080
Novi Pazar,Raska District,Serbia,75,0,66527
Oldham,England,United Kingdom,100,0,96555
Otsu,Shiga Prefecture,Japan,100,0,
Kingston,Ontario,Canada,83.33333333,29.54545455,132485
Perth,Scotland,United Kingdom,41.66666667,58.33333333,47430
Whistler,British Columbia,Canada,100,50,11854
Kandy,Central Province,Sri Lanka,28.125,43.42105263,120087
Napier,,New Zealand,90.38461538,50,62241
Mazeikiai,,Lithuania,62.5,50,
Luton,England,United Kingdom,77.5,41.66666667,213052
Visaginas,,Lithuania,87.5,12.5,19586
Southend-on-Sea,England,United Kingdom,61.11111111,65,
Milton Keynes,England,United Kingdom,86.84210526,16.66666667,207057
Toyama,Toyama Prefecture,Japan,100,0,413028
San Luis Potosi,San Luis Potosi,Mexico,48.21428571,59.61538462,772828
Kouvola,,Finland,100,0,85855
Bihac,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,100,0,
Sabac,Macva District,Serbia,25,83.33333333,
Modesto,California,United States of America,46.66666667,54.54545455,
Hereford,England,United Kingdom,75,8.333333333,53112
Deva,Hunedoara County,Romania,81.25,31.25,53113
Dundalk,Leinster,Ireland,81.25,31.25,
Pancevo,,Serbia,10.71428571,53.57142857,
Granada,Granada Department,Nicaragua,25,25,105862
Cascavel,Parana,Brazil,100,37.5,348051
Cascavel,Parana,Brazil,100,37.5,72626
Howrah,West Bengal,India,50,75,
Corfu,,Greece,88.63636364,25,
Aspen,Colorado,United States of America,75,50,
Qiqihar,Heilongjiang,People's Republic of China,12.5,50,
Yalova,Yalova Province,Turkey,46.875,43.75,135355
Kraljevo,Raska District,Serbia,37.5,37.5,66688
Nelson,Nelson Region,New Zealand,83.33333333,29.16666667,46437
Kyrenia,,Cyprus,75,50,33207
Ajka,Veszprem County,Hungary,75,50,26643
Nevsehir,Nevsehir Province,Turkey,50,0,
Duzce,Duzce Province,Turkey,0,50,
Kirikkale,Kirikkale Province,Turkey,4.166666667,50,
Hakkari,Hakkari Province,Turkey,0,50,59484
Corum,Corum Province,Turkey,12.5,50,
Kirklareli,Kirklareli Province,Turkey,32.14285714,0,79884
Kastoria,West Macedonia Region,Greece,100,0,16393
Cheltenham,England,United Kingdom,75,0,116447
Slatina,Olt County,Romania,58.33333333,25,63487
Ghaziabad,Uttar Pradesh,India,12.90322581,80,
Drogheda,Leinster,Ireland,100,12.5,40956
Zliten,Murqub,Libya,75,100,
Rehovot,Central District,Israel,37.5,31.25,
Vac,Pest County,Hungary,100,0,
Tuxtla Gutierrez,Chiapas,Mexico,75,31.25,
Trikala,,Greece,95.83333333,33.33333333,62064
Bijelo Polje,Bijelo Polje Municipality,Montenegro,0,75,12900
Lod,Central District,Israel,25,100,75700
Chichester,England,United Kingdom,100,0,30925
Thane,Maharashtra,India,41.66666667,70.94594595,
Shillong,Meghalaya,India,73.33333333,73.33333333,143229
Hyvinkaa,Uusimaa,Finland,100,50,
Tauranga,Bay of Plenty Region,New Zealand,83.92857143,36.36363636,151300
Kokkola,,Finland,95,75,47570
Tepic,Nayarit,Mexico,100,50,332863
Fethiye,Mugla Province,Turkey,100,75,167114
Bilecik,Bilecik Province,Turkey,20.83333333,50,81723
Valjevo,Kolubara District,Serbia,0,75,90312
Cacak,Moravica District,Serbia,41.66666667,50,
Imphal,Manipur,India,47.91666667,65.38461538,
Wigan,England,United Kingdom,87.5,12.5,103608
Ponta Delgada,Azores,Portugal,100,5,68809
Viana do Castelo,Viana do Castelo,Portugal,100,58.33333333,88725
Patiala,,India,33.33333333,69.11764706,
Berane,Berane Municipality,Montenegro,100,0,11073
Bedford,England,United Kingdom,80,75,92407
Eastbourne,England,United Kingdom,79.16666667,0,101547
Kaduna,Kaduna State,Nigeria,31.25,56.25,760084
Kirkwall,Scotland,United Kingdom,100,50,7420
Borjomi,Samtskhe-Javakheti,Georgia,100,50,11194
Komotini,,Greece,75,18.75,54165
Vallejo,California,United States of America,100,50,
Thousand Oaks,California,United States of America,92.5,20.83333333,
Sunnyvale,California,United States of America,77.08333333,55.55555556,
Kaifeng,Henan,People's Republic of China,0,100,
Maringa,Parana,Brazil,95.83333333,25,409657
Bat Yam,Tel Aviv District,Israel,50,41.66666667,128800
Prievidza,Trencin Region,Slovakia,80,0,45017
Hachioji,,Japan,75,50,
Rotorua,Bay of Plenty Region,New Zealand,72.91666667,45,54204
Santa Marta,Magdalena Department,Colombia,50,71.42857143,515556
Toluca,State of Mexico,Mexico,25,41.66666667,223876
Torquay,England,United Kingdom,56.25,37.5,65245
Burnley,England,United Kingdom,37.5,25,82002
Ennis,,Ireland,100,50,27923
Oxnard,California,United States of America,95,0,
East London,Eastern Cape,South Africa,70.83333333,58.33333333,478676
Kolhapur,Maharashtra,India,52.88461538,69.04761905,
Sagamihara,Kanagawa Prefecture,Japan,75,50,722973
Biala Podlaska,Lublin Voivodeship,Poland,50,50,55429
Edessa,,Greece,100,0,17848
Ambato,Tungurahua Province,Ecuador,72.22222222,75,177316
Yozgat,Yozgat Province,Turkey,25,50,105167
Xanthi,,Greece,100,35,58760
Beihai,Guangxi,People's Republic of China,21.875,75,
Katerini,,Greece,37.5,37.5,59189
Yantai,Shandong,People's Republic of China,20.83333333,50,
Ubud,Bali,Indonesia,50,25,74800
Livadeia,Central Greece Region,Greece,62.5,50,22113
Villahermosa,Tabasco,Mexico,56.25,43.75,353577
Chelmsford,England,United Kingdom,62.5,12.5,115369
Imatra,,Finland,91.66666667,0,25655
Roeselare,Flemish Region,Belgium,75,50,64495
Johvi,Ida-Viru County,Estonia,100,50,
Yinchuan,Ningxia,People's Republic of China,0,50,
Beira,Sofala,Mozambique,0,100,530604
Carlow,Leinster,Ireland,58.33333333,41.66666667,24272
Bayburt,Bayburt Province,Turkey,100,0,40565
Oshawa,Ontario,Canada,84.09090909,32.14285714,335949
Slough,England,United Kingdom,35.71428571,60,119070
Dunfermline,Scotland,United Kingdom,100,0,53100
Kusadasi,Aydin Province,Turkey,25,100,
Entebbe,,Uganda,50,75,69958
Palmerston North,,New Zealand,95.83333333,32.14285714,76236
Arak,Markazi Province,Iran,2.272727273,67.85714286,
Lushnje,Fier County,Albania,0,100,31105
Shariff Aguak,,Philippines,25,0,33982
Antigua Guatemala,Sacatepequez Department,Guatemala,32.14285714,53.57142857,59091
West Bromwich,England,United Kingdom,50,0,146386
Drama,,Greece,100,25,
Wadowice,Lesser Poland Voivodeship,Poland,30,0,17905
New Plymouth,,New Zealand,95,15,57600
Santa Rosa,California,United States of America,81.25,29.54545455,
Akola,Maharashtra,India,31.52173913,62.5,425817
Akola,Maharashtra,India,31.52173913,62.5,11351
Bareilly,Uttar Pradesh,India,45.83333333,48.52941176,1000000
Elva,Tartu County,Estonia,100,8.333333333,
Maidstone,England,United Kingdom,12.5,50,176700
Darlington,England,United Kingdom,100,0,93015
Barcelos,Braga,Portugal,100,50,120391
Tirunelveli,,India,55.55555556,75,
Amagasaki,Hyogo Prefecture,Japan,100,0,458835
Rapid City,South Dakota,United States of America,92.5,37.5,
Tralee,,Ireland,91.66666667,8.333333333,26079
Guildford,England,United Kingdom,67.85714286,39.28571429,77057
Aylesbury,England,United Kingdom,58.33333333,25,83407
Binghamton,New York,United States of America,62.5,62.5,
Dudley,England,United Kingdom,100,0,79379
Bellevue,Washington,United States of America,94.23076923,19.44444444,
Trujillo,La Libertad,Peru,50,37.5,935147
Kocani,Kocani Municipality,North Macedonia,12.5,50,
Kisumu,,Kenya,100,0,409928
Panaji,Goa,India,25,50,40017
Lohja,Uusimaa,Finland,100,50,46785
Kazincbarcika,Borsod-Abauj-Zemplen County,Hungary,50,50,24373
Znojmo,,Czech Republic,87.5,50,
Jaffna,Northern Province,Sri Lanka,53.57142857,53.57142857,88138
Lomza,Podlaskie Voivodeship,Poland,75,50,
Slobozia,Ialomiua County,Romania,25,75,41550
Warrington,England,United Kingdom,75,25,165456
Xiangtan,Hunan,People's Republic of China,0,50,
Harrogate,England,United Kingdom,75,6.25,73576
Rapla,Rapla County,Estonia,100,50,5353
Husavik,,Iceland,50,50,
Fayetteville,Arkansas,United States of America,94.44444444,20,
El Jadida,Casablanca-Settat,Morocco,15,65,220181
Macon,Georgia,United States of America,60,50,
Montana,Montana Province,Bulgaria,20,50,40044
Kuching,Sarawak,Malaysia,61.9047619,61.66666667,325132
Walvis Bay,Erongo Region,Namibia,25,58.33333333,
Xalapa,Veracruz,Mexico,62.5,18.75,424755
Cugir,Alba County,Romania,100,25,19473
Vinkovci,Vukovar-Syrmia County,Croatia,100,0,30842
Comodoro Rivadavia,Chubut Province,Argentina,85.71428571,58.33333333,730266
Walla Walla,Washington,United States of America,100,0,
Ibague,Tolima Department,Colombia,56.61764706,79.04411765,541101
Casper,Wyoming,United States of America,100,33.33333333,
Tivat,Tivat Municipality,Montenegro,65,50,9367
Mansoura,,Egypt,37.5,70,
Redmond,Washington,United States of America,87.5,33.33333333,
Piura,Piura,Peru,25,75,473025
Johor Bahru,Johor,Malaysia,50,56.25,497097
Geelong,Victoria,Australia,83.33333333,23.80952381,180239
Kelowna,British Columbia,Canada,79.87804878,32.43243243,181380
Peoria,Illinois,United States of America,96.875,29.16666667,
Gisborne,,New Zealand,0,75,34527
Aberdeen,Washington,United States of America,100,0,
Rockford,Illinois,United States of America,60.71428571,60,
Vancouver,Washington,United States of America,73.07692308,29.80769231,
Erie,Pennsylvania,United States of America,80,100,
Chelm,Lublin Voivodeship,Poland,50,50,
Hollywood,Florida,United States of America,100,37.5,
Al Ain,Emirate of Abu Dhabi,United Arab Emirates,44.79166667,38.88888889,
Suwalki,Podlaskie Voivodeship,Poland,87.5,50,
Aberdeen,South Dakota,United States of America,50,83.33333333,
Tunja,Boyaca Department,Colombia,100,75,163894
Solapur,Maharashtra,India,20.83333333,73.07692308,
Reading,Pennsylvania,United States of America,87.5,50,
Brunswick,Vermont,United States of America,100,37.5,
Nakuru,,Kenya,75,25,570674
Kitwe,Copperbelt Province,Zambia,0,100,504194
Columbus,Georgia,United States of America,82.5,45,
Mission,Texas,United States of America,100,0,
Bauru,Sao Paulo,Brazil,58.33333333,50,366992
Plasencia,Extremadura,Spain,75,50,39412
Huntington,West Virginia,United States of America,75,25,
Kingsport,Tennessee,United States of America,56.25,93.75,
Givet,,France,100,50,
Bhilai,Chhattisgarh,India,34.82142857,55.68181818,624700
Abeche,Ouaddai Region,Chad,62.5,37.5,
Sremska Mitrovica,,Serbia,75,12.5,72580
Ponta Grossa,Parana,Brazil,62.5,37.5,358367
Bhavnagar,Gujarat,India,61.36363636,61.9047619,
Jhansi,Uttar Pradesh,India,47.82608696,69.73684211,
Naperville,Illinois,United States of America,83.33333333,12.5,
Morogoro,,Tanzania,66.66666667,100,207000
Gujranwala,Punjab,Pakistan,18.05555556,54.41176471,2027001
Khulna,Khulna Division,Bangladesh,45.83333333,39.28571429,1400689
Changwon,South Gyeongsang,South Korea,31.25,75,
Bucaramanga,Santander Department,Colombia,40,25,893040
Nishinomiya,Hyogo Prefecture,Japan,62.5,50,
Setif,Setif Province,Algeria,50,100,
Burnaby,British Columbia,Canada,77.77777778,41.07142857,249125
Clearwater,Florida,United States of America,85.71428571,35.71428571,
Dhanbad,Jharkhand,India,20.19230769,64.13043478,
Bani Walid,Misrata District,Libya,100,50,
Tabuk,Tabuk Province,Saudi Arabia,50,25,
Taichung,,Taiwan,22.79411765,75.79365079,3033885
Lewes,England,United Kingdom,100,0,15988
Wuwei,Gansu,People's Republic of China,0,50,
Traralgon,Victoria,Australia,75,50,24933
Olaine,Olaine Municipality,Latvia,100,0,10062
Keelung,Taiwan Province,Taiwan,50,50,367107
Bharatpur,Bagmati,Nepal,87.5,12.5,369377
Sochaczew,Masovian Voivodeship,Poland,37.5,50,34439
Bad Ischl,Upper Austria,Austria,85,50,14133
Knysna,Western Cape,South Africa,100,25,51078
Amstetten,Lower Austria,Austria,62.5,50,23569
Vocklabruck,Upper Austria,Austria,100,50,12299
Gaya,Bihar,India,0,50,474093
Simbach am Inn,Bavaria,Germany,100,50,10416
Clifton,New Jersey,United States of America,100,0,
Jammu,Jammu and Kashmir,India,44.76744186,62.82051282,502197
Hallein,Salzburg,Austria,100,50,21150
Abensberg,Bavaria,Germany,100,50,14534
Bunbury,Western Australia,Australia,100,0,71090
Mittersill,Salzburg,Austria,50,50,
Naples,Florida,United States of America,80.76923077,30.76923077,
Bruck an der Mur,Styria,Austria,75,50,15837
Traun,Upper Austria,Austria,87.5,50,24477
Steyr,Upper Austria,Austria,100,50,38331
Chiclayo,Lambayeque,Peru,50,50,552508
Karaman,Karaman Province,Turkey,20,0,168299
Ozamiz,,Philippines,87.5,50,
Baniyas,Tartus Governorate,Syria,25,91.66666667,
Trowbridge,England,United Kingdom,0,100,33108
Yongzhou,Hunan,People's Republic of China,0,50,
Aurora,Ontario,Canada,50,37.5,62057
Newport Beach,California,United States of America,93.75,25,
Dhahran,Eastern Province,Saudi Arabia,40.625,40.625,32067
Buchanan,Grand Bassa County,Liberia,0,50,34270
Amravati,Maharashtra,India,36.25,59.61538462,
Belgaum,Karnataka,India,46.71052632,82.43243243,488157
Lethbridge,Alberta,Canada,68.75,36.36363636,98406
Contagem,Minas Gerais,Brazil,50,75,621865
Scranton,Pennsylvania,United States of America,92.85714286,41.66666667,
Ipoh,Perak,Malaysia,61.11111111,50,866772
Abbotsford,British Columbia,Canada,64.28571429,36.45833333,153524
Moshi,Kilimanjaro Region,Tanzania,75,0,144739
Tanta,Gharbia Governorate,Egypt,37.5,80,
Turnhout,Flemish Region,Belgium,75,50,44136
Makarska,Split-Dalmatia County,Croatia,100,0,13301
Sanandaj,Kurdistan Province,Iran,3.571428571,83.33333333,412767
Haridwar,Uttarakhand,India,71.875,53.125,
Cascais,Lisbon,Portugal,78.125,41.66666667,214158
Tsukuba,Ibaraki Prefecture,Japan,100,25,
Santarem,Santarem,Portugal,95,50,62200
Niagara Falls,Ontario,Canada,83.33333333,43.75,94415
San Pedro Sula,Cortes Department,Honduras,28.57142857,67.85714286,793835
Jundiai,Sao Paulo,Brazil,67.85714286,5,401896
Massawa,Northern Red Sea Region,Eritrea,100,25,39758
Caldas da Rainha,Leiria,Portugal,50,50,51729
Volta Redonda,Rio de Janeiro,Brazil,50,50,261584
Nove Zamky,Nitra Region,Slovakia,75,0,
Hajnowka,Podlaskie Voivodeship,Poland,62.5,50,19667
Karaikal,Puducherry,India,50,50,
Azaz,Aleppo Governorate,Syria,8.333333333,50,
Modling,Lower Austria,Austria,87.5,50,20555
Noida,Uttar Pradesh,India,11.48255814,82.63473054,637272
Coonoor,Tamil Nadu,India,87.5,45,45954
David,Chiriqui Province,Panama,80,30,82907
Teixeira de Freitas,Bahia,Brazil,25,100,145223
Albany,Georgia,United States of America,75,16.66666667,
Duluth,Georgia,United States of America,50,0,
Blacksburg,Virginia,United States of America,75,0,
Newport,New Hampshire,United States of America,100,0,
Sharjah,Emirate of Sharjah,United Arab Emirates,54.41176471,36.76470588,1247749
Rio Claro,Sao Paulo,Brazil,25,50,201418
Rio Claro,Sao Paulo,Brazil,25,50,17401
Valsad,Gujarat,India,75,75,
Muonio,,Finland,100,0,
Kakamega,,Kenya,100,75,91778
Middletown,New York,United States of America,100,25,
Daqing,Heilongjiang,People's Republic of China,12.5,50,
Abastumani,Samtskhe-Javakheti,Georgia,62.5,50,
Al Wakrah,,Qatar,14.28571429,25,87970
Witbank,Mpumalanga,South Africa,16.25,98.4375,108673
Boston,England,United Kingdom,62.5,25,64600
Naga,,Philippines,70,45,133184
Naga,,Philippines,70,45,41743
Joplin,Missouri,United States of America,79.16666667,18.75,
Bojnord,North Khorasan Province,Iran,0,50,
Bahawalpur,,Pakistan,75,60,762111
Vilvoorde,Flemish Region,Belgium,75,50,44015
Gospic,Lika-Senj County,Croatia,100,0,
Galle,Southern Province,Sri Lanka,75,37.5,93118
Sanya,Hainan,People's Republic of China,70,0,
Siedlce,Masovian Voivodeship,Poland,46.42857143,50,76357
San Juan de Pasto,Narino Department,Colombia,70,75,
Lancaster,Pennsylvania,United States of America,66.66666667,45,
Pocatello,Idaho,United States of America,83.33333333,87.5,
Bata,,Equatorial Guinea,25,25,250770
Novo Hamburgo,Rio Grande do Sul,Brazil,87.5,0,227732
Abingdon-on-Thames,England,United Kingdom,100,50,
Kollam,Kerala,India,75,44.11764706,
Valkeakoski,,Finland,100,50,20800
Rajshahi,Rajshahi Division,Bangladesh,47.22222222,30,
Brcko,Brcko District,Bosnia and Herzegovina,25,87.5,
Simi Valley,California,United States of America,82.14285714,25,
Fairfield,California,United States of America,87.5,37.5,
Prijedor,Republika Srpska,Bosnia and Herzegovina,75,25,89397
Guarapuava,Parana,Brazil,100,0,182093
Bangor,Maine,United States of America,87.5,12.5,
Rockville,Maryland,United States of America,87.5,50,
Mount Gambier,South Australia,Australia,83.33333333,0,25591
Laramie,Wyoming,United States of America,100,0,
Almada,Setubal,Portugal,85.71428571,50,177268
Armenia,Quindio Department,Colombia,62.5,37.5,301226
Okinawa,Okinawa Prefecture,Japan,80.55555556,40,142094
Nuevo Laredo,Tamaulipas State,Mexico,37.5,68.75,384033
Parkersburg,West Virginia,United States of America,0,100,
Kalgoorlie,Western Australia,Australia,75,50,30841
Kota,,India,30.20833333,48.4375,1001694
Kota,,India,30.20833333,48.4375,16237
Muradabad,Uttar Pradesh,India,37.5,43.75,
Dimitrovgrad,Haskovo Province,Bulgaria,12.5,50,34990
Amol,Mazandaran Province,Iran,100,75,
Fayetteville,North Carolina,United States of America,77.08333333,66.66666667,
Velika Gorica,Zagreb County,Croatia,25,50,61075
Schenectady,New York,United States of America,50,50,
Albury,New South Wales,Australia,95,8.333333333,4804
Heze,Shandong,People's Republic of China,0,50,
Maracay,Aragua,Venezuela,25,100,91606
Vila Velha,Espirito Santo,Brazil,33.33333333,41.66666667,472762
Vila Velha,Espirito Santo,Brazil,33.33333333,41.66666667,2723
Quetzaltenango,Quetzaltenango Department,Guatemala,29.16666667,75,204075
Newport News,Virginia,United States of America,66.66666667,62.5,
Popayan,Cauca Department,Colombia,100,25,300837
Salto,Salto Department,Uruguay,100,25,124878
Lienz,Tyrol,Austria,100,50,11935
Cuprija,Pomoravlje District,Serbia,59.375,65.625,
Qena,Qena Governorate,Egypt,50,25,
Inuvik,Northwest Territories,Canada,87.5,50,
Batna,Batna Province,Algeria,100,25,290645
Holland,Indiana,United States of America,75,75,
Launceston,Tasmania,Australia,68.75,50,80943
Caslav,,Czech Republic,100,0,
Shuangyashan,Heilongjiang,People's Republic of China,12.5,50,
Adelanto,California,United States of America,50,50,
Wuhu,Anhui,People's Republic of China,0,50,
Huainan,Anhui,People's Republic of China,0,50,
Anqing,Anhui,People's Republic of China,0,50,
Fuyang,Anhui,People's Republic of China,0,50,
Lu'an,Anhui,People's Republic of China,0,50,
Bozhou,Anhui,People's Republic of China,0,50,
Xuancheng,Anhui,People's Republic of China,0,50,
Ganzhou,Jiangxi,People's Republic of China,0,50,
Fuzhou,Jiangxi,People's Republic of China,50,25,
Shangrao,Jiangxi,People's Republic of China,0,50,
Goldsboro,North Carolina,United States of America,60,100,
Chester,Pennsylvania,United States of America,87.5,50,
Medicine Hat,Alberta,Canada,87.5,34.375,63382
Jindrichuv Hradec,,Czech Republic,100,25,
Athlone,Leinster,Ireland,80,25,
El Cajon,California,United States of America,50,25,
George,Western Cape,South Africa,93.75,12.5,157394
Dahab,South Sinai Governorate,Egypt,100,58.33333333,
Pembroke Pines,Florida,United States of America,100,75,
Slapanice,,Czech Republic,87.5,37.5,
Adrian,Georgia,United States of America,83.33333333,87.5,
Dongying,Shandong,People's Republic of China,0,50,
Escondido,California,United States of America,75,12.5,
Farmville,North Carolina,United States of America,75,25,
Raipur,Chhattisgarh,India,15.09433962,68.61702128,1010087
Raipur,Chhattisgarh,India,15.09433962,68.61702128,12157
Raipur,Chhattisgarh,India,15.09433962,68.61702128,9122
Jining,Shandong,People's Republic of China,0,50,
Tavira,,Portugal,100,0,26167
Sines,Setubal,Portugal,75,50,14238
Weihai,Shandong,People's Republic of China,12.5,50,
Zywiec,Silesian Voivodeship,Poland,50,50,
Rizhao,Shandong,People's Republic of China,10.71428571,37.5,
Taytay,,Philippines,0,100,386451
Taytay,,Philippines,0,100,83357
Linyi,Shandong,People's Republic of China,4.166666667,87.5,
Liaocheng,Shandong,People's Republic of China,0,50,
Binzhou,Shandong,People's Republic of China,0,50,
Castelo Branco,Castelo Branco,Portugal,100,0,56109
Albufeira,,Portugal,71.42857143,33.33333333,44158
Jeddah,Mecca Province,Saudi Arabia,35.24096386,54.43037975,4697000
